warehouse_id,product_id,stock_level,reorder_level,avg_daily_sales,days_until_reorder
W082_060,PID1060,49,38,38,1.3
W082_061,PID1061,one hundred,60,100,1.4
W082_062,PID1062,93,73,48,1.9
W082_063,PID1063,twenty,54,33,1.2
W082_064,PID1064,ten,36,98,1.7
W082_065,PID1065,-77,39,90,1.7
W082_066,PID1066,67,93,34,2.0
W082_067,PID1067,55,35,33,1.7
W082_068,PID1068,95,87,59,1.6
W082_069,PID1069,-65,59,78,2.0
W082_070,PID1070,162,38,98,1.7
W082_071,PID1071,52,24,28,1.9
W082_072,PID1072,113,78,59,1.9
W082_073,PID1073,fifty,28,100,1.4
W082_074,PID1074,160,60,97,1.6
W082_075,PID1075,,51,58,1.3
W082_076,PID1076,97,85,68,1.4
W082_077,PID1077,157,92,82,1.9
W082_078,PID1078,ten,96,48,1.6
W082_079,PID1079,50,37,30,1.7
W082_080,PID1080,91,75,71,1.3
W082_081,PID1081,zero,32,81,1.6
W082_082,PID1082,51,77,30,1.7
W082_083,PID1083,142,82,80,1.8
W082_084,PID1084,fifty,91,18,1.2
W082_085,PID1085,-75,75,94,1.8
W082_086,PID1086,50,29,33,1.5
W082_087,PID1087,153,76,94,1.6
W082_088,PID1088,73,83,54,1.4
W082_089,PID1089,29,27,15,1.9
W082_090,PID1090,21,62,12,1.8
W082_091,PID1091,fifteen,58,52,2.0
W082_092,PID1092,152,78,88,1.7
W082_093,PID1093,121,72,77,1.6
W082_094,PID1094,89,41,63,1.4
W082_095,PID1095,148,83,76,1.9
W082_096,PID1096,136,54,70,1.9
W082_097,PID1097,120,71,72,1.7
W082_098,PID1098,35,44,23,1.5
W082_099,PID1099,44,92,30,1.5
W083_000,PID1000,-89,84,61,1.6
W083_001,PID1001,-74,59,39,1.4
W083_002,PID1002,twenty,61,95,1.8
W083_003,PID1003,fifteen,32,46,1.7
W083_004,PID1004,-3,73,37,1.6
W083_005,PID1005,116,72,93,1.2
W083_006,PID1006,58,69,34,1.7
W083_007,PID1007,,38,90,2.0
W083_008,PID1008,68,91,54,1.3
W083_009,PID1009,-38,98,18,1.2
W083_010,PID1010,128,72,78,1.6
W083_011,PID1011,30,45,16,1.9
W083_012,PID1012,113,99,77,1.5
W083_013,PID1013,148,77,92,1.6
W083_014,PID1014,fifteen,98,54,1.4
W083_015,PID1015,115,63,72,1.6
W083_016,PID1016,-34,25,48,1.3
W083_017,PID1017,67,56,44,1.5
W083_018,PID1018,28,37,18,1.6
W083_019,PID1019,77,98,63,1.2
W083_020,PID1020,171,33,91,1.9
W083_021,PID1021,113,72,57,2.0
W083_022,PID1022,109,39,70,1.6
W083_023,PID1023,46,56,33,1.4
W083_024,PID1024,178,45,100,1.8
W083_025,PID1025,136,40,69,2.0
W083_026,PID1026,62,48,44,1.4
W083_027,PID1027,72,62,37,1.9
W083_028,PID1028,,64,97,1.7
W083_029,PID1029,113,50,81,1.4
W083_030,PID1030,117,59,95,1.2
W083_031,PID1031,75,25,51,1.5
W083_032,PID1032,77,95,62,1.2
W083_033,PID1033,-77,40,51,1.3
W083_034,PID1034,56,92,31,1.8
W083_035,PID1035,53,69,33,1.6
W083_036,PID1036,47,50,25,1.9
W083_037,PID1037,-55,73,36,1.5
W083_038,PID1038,171,95,87,2.0
W083_039,PID1039,141,26,92,1.5
W083_040,PID1040,146,34,78,1.9
W083_041,PID1041,70,95,40,1.8
W083_042,PID1042,,81,29,1.4
W083_043,PID1043,100,20,52,1.9
W083_044,PID1044,70,72,41,1.7
W083_045,PID1045,-90,89,91,1.2
W083_046,PID1046,83,48,61,1.4
W083_047,PID1047,97,25,55,1.8
W083_048,PID1048,64,30,40,1.6
W083_049,PID1049,178,100,98,1.8
W083_050,PID1050,fifty,36,13,1.8
W083_051,PID1051,fifteen,46,57,1.4
W083_052,PID1052,15,51,10,1.5
W083_053,PID1053,130,60,92,1.4
W083_054,PID1054,28,75,22,1.3
W083_055,PID1055,131,30,73,1.8
W083_056,PID1056,96,54,53,1.8
W083_057,PID1057,-53,29,83,1.7
W083_058,PID1058,74,60,45,1.6
W083_059,PID1059,twenty,33,89,1.7
W083_060,PID1060,-85,33,47,1.6
W083_061,PID1061,,39,26,1.5
W083_062,PID1062,90,42,57,1.6
W083_063,PID1063,-33,66,49,1.7
W083_064,PID1064,103,79,70,1.5
W083_065,PID1065,33,70,19,1.7
W083_066,PID1066,69,30,52,1.3
W083_067,PID1067,119,76,89,1.3
W083_068,PID1068,107,28,81,1.3
W083_069,PID1069,ten,69,10,1.7
W083_070,PID1070,126,51,67,1.9
W083_071,PID1071,96,54,69,1.4
W083_072,PID1072,80,36,67,1.2
W083_073,PID1073,110,41,77,1.4
W083_074,PID1074,61,99,32,1.9
W083_075,PID1075,123,36,91,1.4
W083_076,PID1076,108,45,85,1.3
W083_077,PID1077,123,74,65,1.9
W083_078,PID1078,27,49,16,1.7
W083_079,PID1079,,72,38,1.2
W083_080,PID1080,176,35,93,1.9
W083_081,PID1081,90,57,64,1.4
W083_082,PID1082,29,78,18,1.6
W083_083,PID1083,fifty,23,75,1.5
W083_084,PID1084,141,47,82,1.7
W083_085,PID1085,93,83,47,2.0
W083_086,PID1086,63,46,46,1.4
W083_087,PID1087,72,46,59,1.2
W083_088,PID1088,78,33,64,1.2
W083_089,PID1089,122,49,63,1.9
W083_090,PID1090,73,21,53,1.4
W083_091,PID1091,,59,40,1.3
W083_092,PID1092,166,58,100,1.7
W083_093,PID1093,24,61,18,1.3
W083_094,PID1094,,72,97,1.8
W083_095,PID1095,52,20,41,1.3
W083_096,PID1096,one hundred,40,69,1.6
W083_097,PID1097,-45,57,63,1.3
W083_098,PID1098,76,95,46,1.7
W083_099,PID1099,,63,54,1.3
W084_000,PID1000,127,23,78,1.6
W084_001,PID1001,189,40,98,1.9
W084_002,PID1002,,35,33,1.2
W084_003,PID1003,27,70,21,1.3
W084_004,PID1004,95,88,66,1.4
W084_005,PID1005,114,57,81,1.4
W084_006,PID1006,43,60,33,1.3
W084_007,PID1007,93,28,69,1.3
W084_008,PID1008,-27,71,96,1.4
W084_009,PID1009,-35,38,59,1.8
W084_010,PID1010,,84,70,1.6
W084_011,PID1011,36,23,28,1.3
W084_012,PID1012,102,34,63,1.6
W084_013,PID1013,,81,77,1.6
W084_014,PID1014,-45,67,80,1.3
W084_015,PID1015,,95,60,1.7
W084_016,PID1016,,28,72,2.0
W084_017,PID1017,176,37,90,2.0
W084_018,PID1018,121,67,91,1.3
W084_019,PID1019,57,59,44,1.3
W084_020,PID1020,136,20,95,1.4
W084_021,PID1021,21,84,11,1.9
W084_022,PID1022,56,51,41,1.4
W084_023,PID1023,14,91,10,1.4
W084_024,PID1024,171,58,90,1.9
W084_025,PID1025,170,62,98,1.7
W084_026,PID1026,one hundred,31,29,1.9
W084_027,PID1027,105,82,57,1.8
W084_028,PID1028,150,94,88,1.7
W084_029,PID1029,171,55,95,1.8
W084_030,PID1030,108,53,80,1.4
W084_031,PID1031,62,83,35,1.8
W084_032,PID1032,30,76,19,1.6
W084_033,PID1033,fifteen,83,59,1.6
W084_034,PID1034,153,97,78,2.0
W084_035,PID1035,33,82,28,1.2
W084_036,PID1036,25,59,14,1.8
W084_037,PID1037,160,34,81,2.0
W084_038,PID1038,166,68,93,1.8
W084_039,PID1039,63,74,36,1.8
W084_040,PID1040,66,59,34,1.9
W084_041,PID1041,109,38,66,1.7
W084_042,PID1042,-14,97,76,1.8
W084_043,PID1043,32,85,24,1.3
W084_044,PID1044,-5,34,70,2.0
W084_045,PID1045,93,54,47,2.0
W084_046,PID1046,41,93,29,1.4
W084_047,PID1047,ten,26,18,1.9
W084_048,PID1048,20,36,15,1.3
W084_049,PID1049,-66,65,81,1.7
W084_050,PID1050,23,70,17,1.4
W084_051,PID1051,44,95,30,1.5
W084_052,PID1052,170,80,92,1.8
W084_053,PID1053,69,69,44,1.6
W084_054,PID1054,141,71,75,1.9
W084_055,PID1055,104,56,54,1.9
W084_056,PID1056,102,55,77,1.3
W084_057,PID1057,-38,68,78,1.6
W084_058,PID1058,52,21,36,1.4
W084_059,PID1059,140,23,74,1.9
W084_060,PID1060,64,93,53,1.2
W084_061,PID1061,72,55,47,1.5
W084_062,PID1062,35,44,25,1.4
W084_063,PID1063,one hundred,38,23,1.2
W084_064,PID1064,109,47,72,1.5
W084_065,PID1065,56,23,36,1.6
W084_066,PID1066,,97,98,1.6
W084_067,PID1067,93,84,66,1.4
W084_068,PID1068,-82,37,94,1.7
W084_069,PID1069,41,42,22,1.9
W084_070,PID1070,70,57,45,1.6
W084_071,PID1071,86,91,71,1.2
W084_072,PID1072,66,39,39,1.7
W084_073,PID1073,112,35,69,1.6
W084_074,PID1074,fifteen,34,46,1.5
W084_075,PID1075,120,39,62,1.9
W084_076,PID1076,77,54,42,1.8
W084_077,PID1077,179,62,93,1.9
W084_078,PID1078,98,50,61,1.6
W084_079,PID1079,-67,56,13,1.7
W084_080,PID1080,152,68,92,1.7
W084_081,PID1081,65,65,35,1.9
W084_082,PID1082,19,58,10,1.9
W084_083,PID1083,93,68,60,1.6
W084_084,PID1084,63,64,34,1.9
W084_085,PID1085,40,40,27,1.5
W084_086,PID1086,108,68,67,1.6
W084_087,PID1087,102,38,55,1.9
W084_088,PID1088,78,66,45,1.7
W084_089,PID1089,32,97,18,1.8
W084_090,PID1090,-58,77,55,1.9
W084_091,PID1091,24,26,17,1.4
W084_092,PID1092,68,49,44,1.5
W084_093,PID1093,60,22,31,1.9
W084_094,PID1094,28,99,18,1.6
W084_095,PID1095,20,30,17,1.2
W084_096,PID1096,106,83,62,1.7
W084_097,PID1097,175,46,91,1.9
W084_098,PID1098,fifteen,63,29,1.7
W084_099,PID1099,59,84,42,1.4
W085_000,PID1000,82,77,44,1.9
W085_001,PID1001,93,33,72,1.3
W085_002,PID1002,31,65,26,1.2
W085_003,PID1003,zero,21,26,1.9
W085_004,PID1004,85,72,50,1.7
W085_005,PID1005,65,67,38,1.7
W085_006,PID1006,46,100,30,1.5
W085_007,PID1007,29,68,15,1.9
W085_008,PID1008,175,51,91,1.9
W085_009,PID1009,139,84,71,2.0
W085_010,PID1010,71,43,38,1.9
W085_011,PID1011,zero,46,63,1.2
W085_012,PID1012,109,41,65,1.7
W085_013,PID1013,16,22,10,1.6
W085_014,PID1014,104,22,55,1.9
W085_015,PID1015,58,53,42,1.4
W085_016,PID1016,139,95,98,1.4
W085_017,PID1017,-20,95,53,1.2
W085_018,PID1018,86,66,45,1.9
W085_019,PID1019,86,91,69,1.2
W085_020,PID1020,80,40,44,1.8
W085_021,PID1021,,80,91,1.8
W085_022,PID1022,-19,30,74,1.4
W085_023,PID1023,134,22,100,1.3
W085_024,PID1024,34,73,21,1.6
W085_025,PID1025,31,56,23,1.3
W085_026,PID1026,57,50,41,1.4
W085_027,PID1027,-71,61,45,1.5
W085_028,PID1028,85,28,51,1.7
W085_029,PID1029,86,63,44,2.0
W085_030,PID1030,133,52,69,1.9
W085_031,PID1031,12,61,10,1.2
W085_032,PID1032,112,80,83,1.3
W085_033,PID1033,fifteen,21,34,1.8
W085_034,PID1034,139,31,70,2.0
W085_035,PID1035,153,85,97,1.6
W085_036,PID1036,-43,88,19,1.4
W085_037,PID1037,127,24,65,2.0
W085_038,PID1038,127,74,87,1.5
W085_039,PID1039,102,74,75,1.4
W085_040,PID1040,-66,44,35,1.6
W085_041,PID1041,86,86,67,1.3
W085_042,PID1042,fifteen,32,52,1.9
W085_043,PID1043,zero,27,76,1.9
W085_044,PID1044,42,39,31,1.4
W085_045,PID1045,69,59,35,2.0
W085_046,PID1046,135,53,77,1.8
W085_047,PID1047,37,79,30,1.2
W085_048,PID1048,77,68,39,2.0
W085_049,PID1049,71,54,55,1.3
W085_050,PID1050,128,74,72,1.8
W085_051,PID1051,zero,74,26,1.3
W085_052,PID1052,55,72,32,1.7
W085_053,PID1053,47,85,30,1.6
W085_054,PID1054,136,54,78,1.7
W085_055,PID1055,zero,75,97,1.3
W085_056,PID1056,86,72,52,1.7
W085_057,PID1057,120,39,72,1.7
W085_058,PID1058,169,45,94,1.8
W085_059,PID1059,147,39,90,1.6
W085_060,PID1060,57,69,42,1.4
W085_061,PID1061,162,35,83,2.0
W085_062,PID1062,33,49,26,1.3
W085_063,PID1063,ten,55,81,1.9
W085_064,PID1064,43,46,28,1.5
W085_065,PID1065,116,98,88,1.3
W085_066,PID1066,168,68,94,1.8
W085_067,PID1067,66,88,37,1.8
W085_068,PID1068,60,73,37,1.6
W085_069,PID1069,23,55,14,1.6
W085_070,PID1070,79,23,59,1.3
W085_071,PID1071,66,33,46,1.4
W085_072,PID1072,89,69,53,1.7
W085_073,PID1073,146,67,92,1.6
W085_074,PID1074,55,29,45,1.2
W085_075,PID1075,152,70,90,1.7
W085_076,PID1076,75,81,39,1.9
W085_077,PID1077,27,92,14,1.9
W085_078,PID1078,21,77,11,1.9
W085_079,PID1079,ten,63,24,1.5
W085_080,PID1080,-57,21,92,1.3
W085_081,PID1081,125,57,71,1.8
W085_082,PID1082,33,83,27,1.2
W085_083,PID1083,106,55,77,1.4
W085_084,PID1084,154,39,100,1.5
W085_085,PID1085,twenty,51,91,1.4
W085_086,PID1086,70,26,39,1.8
W085_087,PID1087,96,24,56,1.7
W085_088,PID1088,94,20,63,1.5
W085_089,PID1089,-50,42,35,1.6
W085_090,PID1090,-17,40,86,1.9
W085_091,PID1091,24,92,18,1.3
W085_092,PID1092,55,35,29,1.9
W085_093,PID1093,192,100,98,2.0
W085_094,PID1094,155,24,84,1.8
W085_095,PID1095,128,54,77,1.7
W085_096,PID1096,60,22,48,1.2
W085_097,PID1097,-13,61,76,1.4
W085_098,PID1098,117,57,60,1.9
W085_099,PID1099,162,31,86,1.9
W086_000,PID1000,35,60,18,1.9
W086_001,PID1001,48,58,25,1.9
W086_002,PID1002,71,62,38,1.9
W086_003,PID1003,,84,14,1.6
W086_004,PID1004,138,57,70,2.0
W086_005,PID1005,52,21,43,1.2
W086_006,PID1006,90,50,62,1.5
W086_007,PID1007,88,46,62,1.4
W086_008,PID1008,67,57,50,1.3
W086_009,PID1009,69,42,42,1.6
W086_010,PID1010,104,89,75,1.4
W086_011,PID1011,197,38,100,2.0
W086_012,PID1012,156,28,79,2.0
W086_013,PID1013,19,70,13,1.5
W086_014,PID1014,99,97,55,1.8
W086_015,PID1015,fifteen,61,35,1.6
W086_016,PID1016,-83,98,81,1.7
W086_017,PID1017,97,71,64,1.5
W086_018,PID1018,99,48,55,1.8
W086_019,PID1019,119,23,65,1.8
W086_020,PID1020,115,74,84,1.4
W086_021,PID1021,138,84,84,1.6
W086_022,PID1022,15,48,12,1.2
W086_023,PID1023,34,90,28,1.2
W086_024,PID1024,48,82,38,1.3
W086_025,PID1025,50,21,40,1.2
W086_026,PID1026,twenty,72,20,1.6
W086_027,PID1027,ten,99,78,1.3
W086_028,PID1028,49,38,33,1.5
W086_029,PID1029,37,67,25,1.5
W086_030,PID1030,187,65,94,2.0
W086_031,PID1031,31,83,23,1.3
W086_032,PID1032,72,89,40,1.8
W086_033,PID1033,fifteen,39,35,2.0
W086_034,PID1034,135,37,68,2.0
W086_035,PID1035,16,82,12,1.3
W086_036,PID1036,107,27,60,1.8
W086_037,PID1037,29,27,23,1.3
W086_038,PID1038,34,66,21,1.6
W086_039,PID1039,twenty,57,23,1.9
W086_040,PID1040,34,49,19,1.8
W086_041,PID1041,one hundred,37,41,1.6
W086_042,PID1042,,56,39,1.6
W086_043,PID1043,64,84,42,1.5
W086_044,PID1044,27,36,20,1.4
W086_045,PID1045,-95,70,99,1.7
W086_046,PID1046,183,89,92,2.0
W086_047,PID1047,68,37,55,1.2
W086_048,PID1048,33,94,22,1.5
W086_049,PID1049,52,36,40,1.3
W086_050,PID1050,52,69,29,1.8
W086_051,PID1051,74,39,56,1.3
W086_052,PID1052,56,75,30,1.9
W086_053,PID1053,84,49,46,1.8
W086_054,PID1054,103,68,55,1.9
W086_055,PID1055,169,29,94,1.8
W086_056,PID1056,148,33,89,1.7
W086_057,PID1057,116,46,62,1.9
W086_058,PID1058,135,40,90,1.5
W086_059,PID1059,fifty,46,30,1.4
W086_060,PID1060,62,91,42,1.5
W086_061,PID1061,67,68,40,1.7
W086_062,PID1062,-32,28,95,2.0
W086_063,PID1063,zero,28,53,1.2
W086_064,PID1064,175,44,96,1.8
W086_065,PID1065,102,83,79,1.3
W086_066,PID1066,118,20,97,1.2
W086_067,PID1067,97,36,59,1.6
W086_068,PID1068,103,46,83,1.2
W086_069,PID1069,69,53,45,1.5
W086_070,PID1070,81,49,45,1.8
W086_071,PID1071,64,34,37,1.7
W086_072,PID1072,97,47,66,1.5
W086_073,PID1073,190,51,96,2.0
W086_074,PID1074,97,22,52,1.9
W086_075,PID1075,95,38,51,1.9
W086_076,PID1076,70,88,39,1.8
W086_077,PID1077,56,72,43,1.3
W086_078,PID1078,35,98,28,1.2
W086_079,PID1079,125,35,91,1.4
W086_080,PID1080,127,97,86,1.5
W086_081,PID1081,164,82,91,1.8
W086_082,PID1082,-24,50,40,1.9
W086_083,PID1083,78,55,60,1.3
W086_084,PID1084,151,53,83,1.8
W086_085,PID1085,151,39,84,1.8
W086_086,PID1086,32,42,18,1.8
W086_087,PID1087,14,84,11,1.3
W086_088,PID1088,,87,62,1.4
W086_089,PID1089,-89,54,20,1.8
W086_090,PID1090,79,92,41,1.9
W086_091,PID1091,59,43,35,1.7
W086_092,PID1092,45,76,37,1.2
W086_093,PID1093,128,96,81,1.6
W086_094,PID1094,181,22,93,1.9
W086_095,PID1095,72,20,44,1.6
W086_096,PID1096,ten,72,35,1.7
W086_097,PID1097,-72,45,13,1.2
W086_098,PID1098,78,26,41,1.9
W086_099,PID1099,146,46,87,1.7
W087_000,PID1000,77,37,63,1.2
W087_001,PID1001,24,38,15,1.6
W087_002,PID1002,19,47,13,1.5
W087_003,PID1003,170,48,95,1.8
W087_004,PID1004,54,52,42,1.3
W087_005,PID1005,160,29,94,1.7
W087_006,PID1006,27,41,16,1.7
W087_007,PID1007,58,76,35,1.7
W087_008,PID1008,94,45,48,2.0
W087_009,PID1009,69,38,43,1.6
W087_010,PID1010,150,28,78,1.9
W087_011,PID1011,18,72,12,1.5
W087_012,PID1012,67,37,48,1.4
W087_013,PID1013,61,52,41,1.5
W087_014,PID1014,103,98,61,1.7
W087_015,PID1015,33,68,20,1.6
W087_016,PID1016,ten,79,64,1.7
W087_017,PID1017,35,79,23,1.5
W087_018,PID1018,57,62,40,1.4
W087_019,PID1019,53,30,43,1.2
W087_020,PID1020,77,64,41,1.9
W087_021,PID1021,-74,88,98,1.6
W087_022,PID1022,33,63,19,1.7
W087_023,PID1023,-55,83,97,1.9
W087_024,PID1024,one hundred,99,90,1.8
W087_025,PID1025,137,83,82,1.7
W087_026,PID1026,-15,94,67,1.2
W087_027,PID1027,114,49,86,1.3
W087_028,PID1028,107,23,64,1.7
W087_029,PID1029,,99,69,2.0
W087_030,PID1030,28,97,15,1.9
W087_031,PID1031,21,97,15,1.4
W087_032,PID1032,31,95,18,1.7
W087_033,PID1033,70,58,36,1.9
W087_034,PID1034,120,92,65,1.8
W087_035,PID1035,85,71,70,1.2
W087_036,PID1036,181,30,100,1.8
W087_037,PID1037,26,83,16,1.6
W087_038,PID1038,181,94,99,1.8
W087_039,PID1039,53,50,31,1.7
W087_040,PID1040,,43,63,1.4
W087_041,PID1041,94,89,68,1.4
W087_042,PID1042,fifteen,90,36,1.3
W087_043,PID1043,122,67,82,1.5
W087_044,PID1044,128,33,70,1.8
W087_045,PID1045,175,33,100,1.8
W087_046,PID1046,86,32,59,1.5
W087_047,PID1047,22,56,13,1.7
W087_048,PID1048,ten,38,73,1.3
W087_049,PID1049,146,48,97,1.5
W087_050,PID1050,159,73,95,1.7
W087_051,PID1051,91,25,51,1.8
W087_052,PID1052,84,35,56,1.5
W087_053,PID1053,73,61,41,1.8
W087_054,PID1054,96,54,61,1.6
W087_055,PID1055,12,40,10,1.2
W087_056,PID1056,110,51,64,1.7
W087_057,PID1057,56,86,35,1.6
W087_058,PID1058,126,25,99,1.3
W087_059,PID1059,82,80,58,1.4
W087_060,PID1060,63,91,39,1.6
W087_061,PID1061,84,82,70,1.2
W087_062,PID1062,68,54,49,1.4
W087_063,PID1063,171,35,92,1.9
W087_064,PID1064,31,27,22,1.4
W087_065,PID1065,130,64,76,1.7
W087_066,PID1066,-80,94,12,1.5
W087_067,PID1067,ten,70,34,1.9
W087_068,PID1068,95,36,51,1.9
W087_069,PID1069,160,59,99,1.6
W087_070,PID1070,93,37,63,1.5
W087_071,PID1071,-3,93,78,1.6
W087_072,PID1072,62,24,38,1.6
W087_073,PID1073,82,53,44,1.9
W087_074,PID1074,53,61,41,1.3
W087_075,PID1075,47,33,28,1.7
W087_076,PID1076,,88,19,1.9
W087_077,PID1077,93,84,67,1.4
W087_078,PID1078,62,44,39,1.6
W087_079,PID1079,twenty,59,85,1.3
W087_080,PID1080,58,38,34,1.7
W087_081,PID1081,154,96,94,1.6
W087_082,PID1082,34,28,27,1.3
W087_083,PID1083,-17,100,11,1.3
W087_084,PID1084,-4,52,27,1.2
W087_085,PID1085,86,96,70,1.2
W087_086,PID1086,54,85,40,1.4
W087_087,PID1087,,51,98,1.9
W087_088,PID1088,102,57,63,1.6
W087_089,PID1089,68,96,39,1.7
W087_090,PID1090,139,67,73,1.9
W087_091,PID1091,99,59,57,1.7
W087_092,PID1092,122,82,87,1.4
W087_093,PID1093,-14,20,44,1.3
W087_094,PID1094,92,80,73,1.3
W087_095,PID1095,61,94,32,1.9
W087_096,PID1096,88,31,50,1.8
W087_097,PID1097,45,33,34,1.3
W087_098,PID1098,101,20,71,1.4
W087_099,PID1099,77,82,46,1.7
W088_000,PID1000,31,31,22,1.4
W088_001,PID1001,fifteen,46,94,1.5
W088_002,PID1002,74,83,56,1.3
W088_003,PID1003,135,29,87,1.6
W088_004,PID1004,twenty,47,16,1.4
W088_005,PID1005,67,87,37,1.8
W088_006,PID1006,73,25,51,1.4
W088_007,PID1007,90,95,52,1.7
W088_008,PID1008,,71,40,1.9
W088_009,PID1009,,64,30,1.3
W088_010,PID1010,96,41,50,1.9
W088_011,PID1011,93,53,54,1.7
W088_012,PID1012,ten,90,73,1.9
W088_013,PID1013,146,55,75,1.9
W088_014,PID1014,82,75,58,1.4
W088_015,PID1015,26,98,17,1.5
W088_016,PID1016,,83,25,1.7
W088_017,PID1017,fifteen,63,31,1.6
W088_018,PID1018,117,100,70,1.7
W088_019,PID1019,56,54,33,1.7
W088_020,PID1020,110,90,88,1.2
W088_021,PID1021,39,57,20,1.9
W088_022,PID1022,-20,32,64,1.6
W088_023,PID1023,48,56,37,1.3
W088_024,PID1024,fifteen,75,50,1.3
W088_025,PID1025,102,66,64,1.6
W088_026,PID1026,113,92,76,1.5
W088_027,PID1027,119,94,70,1.7
W088_028,PID1028,-53,44,38,2.0
W088_029,PID1029,-49,38,20,1.6
W088_030,PID1030,118,89,63,1.9
W088_031,PID1031,70,93,56,1.2
W088_032,PID1032,-13,55,80,1.5
W088_033,PID1033,43,88,22,2.0
W088_034,PID1034,106,85,83,1.3
W088_035,PID1035,136,79,94,1.4
W088_036,PID1036,124,51,93,1.3
W088_037,PID1037,29,44,18,1.6
W088_038,PID1038,163,70,84,1.9
W088_039,PID1039,41,77,31,1.3
W088_040,PID1040,116,73,82,1.4
W088_041,PID1041,59,90,37,1.6
W088_042,PID1042,21,49,11,1.9
W088_043,PID1043,47,97,24,2.0
W088_044,PID1044,188,61,98,1.9
W088_045,PID1045,51,54,40,1.3
W088_046,PID1046,104,48,63,1.7
W088_047,PID1047,93,61,78,1.2
W088_048,PID1048,44,26,26,1.7
W088_049,PID1049,97,71,52,1.9
W088_050,PID1050,99,99,65,1.5
W088_051,PID1051,70,67,38,1.8
W088_052,PID1052,twenty,23,30,1.9
W088_053,PID1053,118,43,95,1.2
W088_054,PID1054,73,36,39,1.9
W088_055,PID1055,115,31,61,1.9
W088_056,PID1056,83,57,68,1.2
W088_057,PID1057,97,100,52,1.9
W088_058,PID1058,69,68,57,1.2
W088_059,PID1059,fifteen,63,33,1.8
W088_060,PID1060,-33,78,25,1.8
W088_061,PID1061,18,99,10,1.8
W088_062,PID1062,96,63,70,1.4
W088_063,PID1063,80,41,65,1.2
W088_064,PID1064,82,84,49,1.7
W088_065,PID1065,142,62,77,1.8
W088_066,PID1066,67,71,38,1.8
W088_067,PID1067,135,82,76,1.8
W088_068,PID1068,zero,94,38,1.3
W088_069,PID1069,135,23,72,1.9
W088_070,PID1070,110,90,66,1.7
W088_071,PID1071,69,85,51,1.4
W088_072,PID1072,35,64,29,1.2
W088_073,PID1073,38,37,22,1.7
W088_074,PID1074,133,94,90,1.5
W088_075,PID1075,98,54,63,1.6
W088_076,PID1076,77,70,41,1.9
W088_077,PID1077,179,61,91,2.0
W088_078,PID1078,125,48,83,1.5
W088_079,PID1079,39,43,28,1.4
W088_080,PID1080,35,30,25,1.4
W088_081,PID1081,78,78,55,1.4
W088_082,PID1082,83,44,55,1.5
W088_083,PID1083,-55,91,21,1.4
W088_084,PID1084,twenty,24,95,1.7
W088_085,PID1085,90,54,60,1.5
W088_086,PID1086,44,39,34,1.3
W088_087,PID1087,125,30,68,1.8
W088_088,PID1088,136,71,83,1.6
W088_089,PID1089,141,96,79,1.8
W088_090,PID1090,28,84,19,1.5
W088_091,PID1091,49,36,38,1.3
W088_092,PID1092,-44,91,15,1.2
W088_093,PID1093,84,31,56,1.5
W088_094,PID1094,133,70,72,1.8
W088_095,PID1095,33,37,21,1.6
W088_096,PID1096,,91,64,1.3
W088_097,PID1097,76,38,56,1.4
W088_098,PID1098,66,51,40,1.6
W088_099,PID1099,94,100,49,1.9
W089_000,PID1000,16,96,11,1.5
W089_001,PID1001,68,35,48,1.4
W089_002,PID1002,176,73,93,1.9
W089_003,PID1003,151,34,96,1.6
W089_004,PID1004,-59,48,61,1.8
W089_005,PID1005,120,71,92,1.3
W089_006,PID1006,43,30,35,1.2
W089_007,PID1007,one hundred,64,34,1.6
W089_008,PID1008,31,50,16,1.9
W089_009,PID1009,105,51,63,1.7
W089_010,PID1010,20,76,13,1.5
W089_011,PID1011,76,81,43,1.8
W089_012,PID1012,-25,59,78,1.7
W089_013,PID1013,73,70,55,1.3
W089_014,PID1014,28,79,17,1.6
W089_015,PID1015,101,52,81,1.2
W089_016,PID1016,55,95,41,1.3
W089_017,PID1017,fifty,72,90,2.0
W089_018,PID1018,20,92,13,1.5
W089_019,PID1019,117,57,90,1.3
W089_020,PID1020,158,87,86,1.8
W089_021,PID1021,111,26,64,1.7
W089_022,PID1022,123,35,64,1.9
W089_023,PID1023,-67,77,57,1.2
W089_024,PID1024,100,51,54,1.9
W089_025,PID1025,105,33,61,1.7
W089_026,PID1026,105,61,57,1.8
W089_027,PID1027,43,25,26,1.7
W089_028,PID1028,one hundred,73,23,1.2
W089_029,PID1029,148,61,96,1.5
W089_030,PID1030,46,23,30,1.5
W089_031,PID1031,91,56,56,1.6
W089_032,PID1032,80,81,46,1.7
W089_033,PID1033,98,47,77,1.3
W089_034,PID1034,117,75,60,1.9
W089_035,PID1035,121,66,70,1.7
W089_036,PID1036,130,51,71,1.8
W089_037,PID1037,161,36,82,2.0
W089_038,PID1038,145,81,93,1.6
W089_039,PID1039,zero,40,18,1.6
W089_040,PID1040,23,99,19,1.2
W089_041,PID1041,98,99,61,1.6
W089_042,PID1042,96,42,79,1.2
W089_043,PID1043,,61,76,2.0
W089_044,PID1044,80,59,44,1.8
W089_045,PID1045,25,47,15,1.7
W089_046,PID1046,45,24,31,1.5
W089_047,PID1047,13,60,10,1.3
W089_048,PID1048,63,87,51,1.2
W089_049,PID1049,143,74,81,1.8
